line_id,line_key,bus_i,bus_j,ckt,r_pu,x_pu,b_pu,ratea_mva,rating_defined,len_km,element_type,in_service,geo_nombre,match_status,geometry
38,B.BLANCA-GUIBROWN-1,2000,2001,1,0.000352,0.004088,0.48283,1262.7,True,41.6,line,True,G.BROWN - BAHIA BLANCA 500,directo,"LINESTRING (-62.4164943390425 -38.6838433241101, -62.4172787070467 -38.6828118979507, -62.4233275606184 -38.6781682287807, -62.420400405854 -38.6653771344472, -62.4225630055782 -38.6449919372281, -62.4214426391664 -38.6085518764679, -62.4214156972766 -38.6080242208411, -62.4206081681324 -38.6076898106362, -62.2315094607929 -38.6067330030256, -62.136853197517 -38.6349052913461, -62.071439945497 -38.6521972838775, -62.0658753759478 -38.6535910019231, -62.0603341581948 -38.6551288363267, -62.0562385502689 -38.6564237656442, -62.0551475629097 -38.6561966103852)"
39,B.BLANCA-T PEPE-1,2000,2005,1,4e-06,5.6e-05,0.00525,,False,0.5,line,True,,pendiente_bus,
40,B.BLANCA-OLA.BB1-1,2000,2010,1,0.002387,0.028458,2.66284,1878.0,True,255.0,line,True,B.BLANCA OLAVARRIA 500 1,manual_geo,"LINESTRING (-62.0528428352286 -38.6559847903657, -62.0523256737908 -38.6557794004989, -62.0510046353556 -38.6552018217067, -62.0486476336813 -38.6516784739824, -62.0437009658269 -38.6437463582078, -61.9948614654842 -38.5668763287795, -61.9859392527942 -38.5528436484156, -61.9804564424108 -38.5461348381522, -61.9662335059715 -38.5286636781862, -61.9570685132013 -38.5174887734881, -61.9570685132013 -38.5174887734881, -61.9423910423127 -38.4994143141192, -61.9312767618131 -38.4856953622511, -61.9115133981248 -38.4614396223407, -61.8909143744987 -38.4361120470333, -61.8706496144881 -38.4112012049716, -61.8503012894729 -38.3862490210754, -61.8218470591944 -38.3511966421113, -61.813782938232 -38.3412019662977, -61.796108725737 -38.3194874703704, -61.7745904753701 -38.2949299620481, -61.7619302234011 -38.2815165449525, -61.7439217463914 -38.2624908240922, -61.7192697705834 -38.2361582231235, -61.7067557591709 -38.2228980765849, -61.7038936226925 -38.2198124486855, -61.7056276181201 -38.2116874283321, -61.7084479711968 -38.19829147697, -61.7103490975328 -38.189490833735, -61.7154257336107 -38.1650043457739, -61.7180580627294 -38.1528976580005, -61.711874177751 -38.1474103833825, -61.6968949690275 -38.1344462891649, -61.6830021179533 -38.1223016589943, -61.6830021179533 -38.1223016589943, -61.6708977000687 -38.1118165504934, -61.6520236318851 -38.0955798791081, -61.6283923713108 -38.0750315916346, -61.6059600778952 -38.0553607115276, -61.5795441178667 -38.0323945130963, -61.5550233009845 -38.0108838233297, -61.5402876043894 -37.9979621879046, -61.5373675389807 -37.9949600197891, -61.5311793201694 -37.9882999491833, -61.4996387416346 -37.9548990393591, -61.487320318378 -37.9418607870456, -61.4842068708504 -37.9385817986111, -61.4813834960515 -37.9355772014267, -61.4780573282831 -37.9328012712616, -61.4674217883848 -37.9237537587289, -61.4571359453676 -37.9150599153828, -61.4494215635543 -37.9085138725172, -61.4418591896499 -37.9020871903715, -61.4342334791917 -37.8956299591553, -61.4265951008832 -37.8891521667391, -61.418956723474 -37.8826538086264, -61.4112930103641 -37.8761648763079, -61.4036926347073 -37.8697253698299, -61.3960035876954 -37.8631952962259, -61.3881118631719 -37.8565246235125, -61.3764832882731 -37.846662523057, -61.368958916121 -37.8402404463395, -61.3574443455801 -37.8305062330762, -61.349919973428 -37.8239326619627, -61.3384054037863 -37.8141462610411, -61.3307290237254 -37.807631280759, -61.3191131157776 -37.7977426242227, -61.304203711532 -37.7850195420182, -61.2889649575667 -37.7719538298053, -61.2776023949346 -37.7622706980342, -61.2629716708059 -37.7498219558186, -61.252673161737 -37.741037471602, -61.2386378004941 -37.7290159640155, -61.230860082127 -37.7224634199508, -61.220472901703 -37.7135253773942, -61.2134552210816 -37.7075126343006, -61.2029033648983 -37.698512650938, -61.1925921888784 -37.689712055367, -61.1898560528145 -37.68734634196, -61.1870692480473 -37.6843389694679, -61.1808876095755 -37.6776721926175, -61.1741992786737 -37.6705034861469, -61.1676502878305 -37.6633541420799, -61.1610379604335 -37.6561639957717, -61.1544763026392 -37.6490132703461, -61.1478766421932 -37.6419120094316, -61.1412896495976 -37.6347197865888, -61.134702657002 -37.627747581086, -61.128711027292 -37.6210857550035, -61.1195652413428 -37.6112725192113, -61.1137382864927 -37.6048400346398, -61.1029964215476 -37.5948941767248, -61.0957127277601 -37.5881089537652, -61.088999062057 -37.5818651991196, -61.0790172348575 -37.5724684663466, -61.0726329188741 -37.5665848658988, -61.0618783869779 -37.5564832651905, -61.054455353132 -37.5495338548035, -61.0471336575922 -37.5426641477322, -61.0399639690619 -37.5359947025934, -61.0290447623059 -37.5257884945434, -61.0217864033198 -37.5189869291034, -61.0083337371123 -37.5064270180924, -61.0083337371123 -37.5064270180924, -60.9945263872829 -37.4943574642256, -60.9844052200248 -37.4856633627739, -60.9777168891231 -37.4797829639126, -60.9746894059912 -37.476556086694, -60.9716745898104 -37.4733994429299, -60.9655816217943 -37.4670555928413, -60.9562458261839 -37.4575438358793, -60.9488861288917 -37.4506556027738, -60.9343694109195 -37.4370985126862, -60.9245015889771 -37.4278646084649, -60.9173065665448 -37.4211044262282, -60.910010204907 -37.4142430225974, -60.9028785190284 -37.4074111769842, -60.8883744680073 -37.3939116695879, -60.8667703989347 -37.373599966765, -60.859550041701 -37.3668147536979, -60.8487321732512 -37.3565955072768, -60.8412584698025 -37.349546940339, -60.8307826180234 -37.3397181192958, -60.8234735894346 -37.3327686882243, -60.8198824121435 -37.3294045303947, -60.7998110855132 -37.310495966016, -60.7864090889083 -37.2977196664294, -60.7732097689156 -37.2853241793674, -60.7501806296323 -37.2637935057657, -60.7352332236343 -37.2491741373765, -60.7178283616895 -37.2330794698416, -60.6998154708073 -37.2162550537277, -60.6852987519358 -37.2028170347783, -60.6671591879461 -37.1858647683443, -60.6491969657673 -37.169130764673, -60.6312347435885 -37.1522113216951, -60.6167686943198 -37.1387215125877, -60.5993891680756 -37.1225224850246, -60.5827443438763 -37.1070675628178, -60.5659728474689 -37.0914276077978, -60.5484413133159 -37.0753195259753, -60.5334939073179 -37.0618968791376, -60.5188251814369 -37.0486336191462, -60.5004576060337 -37.0319299361176, -60.4895163829747 -37.0221303700205, -60.4715910321004 -37.0058462917729, -60.4513592592224 -36.9874255709333, -60.4486482016532 -36.9835146333936, -60.4334743715449 -36.9610470892517, -60.4190491173229 -36.9398018883464, -60.4118870694327 -36.9291123747363, -60.4024995268317 -36.9152671454623, -60.3948114528862 -36.9038785312692, -60.3872245382818 -36.8926500233798, -60.3807503701335 -36.883102874498, -60.3690361734806 -36.8579347534861, -60.3574838314137 -36.848464214252, -60.3459112572987 -36.8392029976202)"
41,B.BLANCA-OLA.BB2-2,2000,2011,2,0.002049,0.024491,3.03231,2598.0,True,254.8,line,True,B.BLANCA OLAVARRIA 500 2,manual_geo,"LINESTRING (-60.3463640407678 -36.8388286575165, -60.3475448820906 -36.8397502944405, -60.3735018110597 -36.8487837469723, -60.384266310142 -36.8590944463515, -60.4276888925283 -36.9007325993299, -60.4695157862245 -36.9407404289276, -60.4867675277991 -36.9577005617315, -60.4969286600296 -36.9687828884195, -60.5146291740971 -36.9881649143792, -60.5348600467537 -37.0102796266034, -60.5650487041344 -37.0432088375178, -60.5768753025531 -37.0561196154278, -60.5803254589527 -37.0595761893896, -60.5839082077975 -37.0629270147699, -60.5987866456871 -37.0757899973105, -60.6327346490847 -37.1050594036685, -60.6606118167819 -37.129064589759, -60.6869314522247 -37.1516845078337, -60.7017450606859 -37.1643375832128, -60.7218550257888 -37.1821022333314, -60.7686465584919 -37.2235703946579, -60.7804478418943 -37.2339932430937, -60.7942484126341 -37.2458195348436, -60.7983416526451 -37.2490931453323, -60.8111371050933 -37.2592335679747, -60.8276694016216 -37.2722023773378, -60.8316427053466 -37.275269878502, -60.8580513053234 -37.2960831934846, -60.8780283245475 -37.3118707119638, -60.8994292475617 -37.3286866888396, -60.9156290134682 -37.341410334919, -60.9236850180491 -37.3477446647844, -60.9275211481824 -37.3507519275594, -60.9487729267291 -37.367452469256, -60.9656468927898 -37.3806391501766, -60.9740708037246 -37.3873700972521, -60.9842799471618 -37.3953722612208, -60.9945894675299 -37.4044826930218, -61.0213429296325 -37.4293721797822, -61.0332963945129 -37.440477206258, -61.0443740078541 -37.4508668993878, -61.0558065836069 -37.4614254807013, -61.074546954978 -37.4788360749249, -61.090074687197 -37.49322135698, -61.0979072803966 -37.5004530654566, -61.1091987660102 -37.5108857254958, -61.1241444363167 -37.5247481875787, -61.1350415341395 -37.5348834580051, -61.1552201426954 -37.5535845442913, -61.1797836764754 -37.5766053594497, -61.2046322629685 -37.6001771775347, -61.2347492183017 -37.6287125617353, -61.2497301042608 -37.643022450026, -61.2569563628458 -37.6496930444984, -61.2651785981138 -37.6565543995658, -61.2735142810592 -37.6634815805105, -61.2900943819502 -37.6773262180305, -61.3057627636406 -37.6904428156834, -61.3136153100984 -37.6969401287839, -61.341371624201 -37.7202739808595, -61.3907316080772 -37.7615318645039, -61.4296982143011 -37.7944298383663, -61.4545320096445 -37.8152758895706, -61.4753974142593 -37.8328272088086, -61.4950107143729 -37.8492930148607, -61.507411457073 -37.8596931032541, -61.5195604507542 -37.8698736437536, -61.5402558061605 -37.8872725989513, -61.556669739317 -37.901160176401, -61.5597123544416 -37.9049428319461, -61.5749781483228 -37.9241211920394, -61.5880443875384 -37.9405028143534, -61.6069739636774 -37.9643021438288, -61.6163195259253 -37.9760067698965, -61.6290501696296 -37.9914288794392, -61.6425441372021 -38.0071627155868, -61.6392317560407 -38.0195542213502, -61.6466222946831 -38.0252895370824, -61.6801585695623 -38.0513442349484, -61.6853555789967 -38.0573276844251, -61.6982188268374 -38.0723612274886, -61.7174136957854 -38.09493047686, -61.7267245082294 -38.1058019772794, -61.732678934785 -38.1129617525827, -61.7427819294425 -38.1247463787423, -61.7564626978951 -38.1407599669988, -61.7536773158554 -38.1614793163173, -61.7448418454747 -38.1708512278019, -61.7350786902293 -38.1798003248251, -61.7296704228517 -38.184824774144, -61.7226563422164 -38.1909905440783, -61.7160935584709 -38.1968027707313, -61.7125779242318 -38.1999393254395, -61.7093897205591 -38.2030234505717, -61.708072926924 -38.2200122555611, -61.7082114521967 -38.2231731144476, -61.726411733015 -38.2425309459463, -61.747914551915 -38.2654436320179, -61.762814412555 -38.2812922936045, -61.7855847611278 -38.3053247066698, -61.7971374458364 -38.3194070772748, -61.8146894602503 -38.3409666263087, -61.8311279637845 -38.3610622175473, -61.8513118468642 -38.3860056033759, -61.86038891022 -38.3961615231357, -61.8639433376149 -38.3996152723269, -61.8675921632477 -38.4030298974118, -61.8796443422126 -38.412959433531, -61.8837559733594 -38.4163849682916, -61.8919178317425 -38.4230269787121, -61.9085772033752 -38.4365656057181, -61.925134983093 -38.4500577602574, -61.9277408001977 -38.4548369464679, -61.9296444257496 -38.4586393772055, -61.9318491856913 -38.4626667301854, -61.9342693512495 -38.4666622291785, -61.9395345310937 -38.4747193669052, -61.9450460676219 -38.4832094274731, -61.950263363963 -38.4912228248734, -61.9552049335608 -38.4994110558755, -61.9649715529947 -38.5154942570543, -61.9722681466576 -38.5273746978839, -61.9795487009118 -38.539438949348, -61.9870580148155 -38.5515982762394, -61.9945586547581 -38.5639964630662, -62.00503779266 -38.5811856082292, -62.019927374049 -38.6049910548932, -62.0307634627636 -38.622119895117, -62.041602128935 -38.6390990728639, -62.0469990099963 -38.6475568243879, -62.0492564504248 -38.6514499391633, -62.0515303925135 -38.6549737014751, -62.0529805960776 -38.6557270626538)"
42,B.BLANCA-PBUENA1-1,2000,2014,1,0.00024,0.00307,0.289,346.0,True,27.5,line,True,C.PIEDRABUENA B.BLANCA 500 1,paralela,"LINESTRING (-62.0519004113749 -38.6579836190488, -62.0497966461982 -38.6575911962767, -62.0466751065709 -38.6589020660774, -62.0464670043488 -38.6614695657678, -62.04847866276 -38.6646436060175, -62.0508371600069 -38.6683482804488, -62.0530846692221 -38.6718469633667, -62.0554709123527 -38.6755837570847, -62.0577184215679 -38.6792012215591, -62.060007550508 -38.6827751840275, -62.0623244271306 -38.6864247731847, -62.0646967973193 -38.6900741761822, -62.0669165597514 -38.6936367667234, -62.0691779419084 -38.6971558687483, -62.0715364391553 -38.7008047240587, -62.0737978213124 -38.7043667804025, -62.0761563176599 -38.7080152678902, -62.0784731942824 -38.7116527440788, -62.0807207034976 -38.7152359093097, -62.0832179355592 -38.7190678584948, -62.0856874199384 -38.7229861920591, -62.0881291584339 -38.7268069015173, -62.0906125166543 -38.7307572788253, -62.0931513693402 -38.7346857927151, -62.0951352809684 -38.7378132993442, -62.0995054375259 -38.7445872888723, -62.1020442902118 -38.7485258625784, -62.1045553952153 -38.7524858581358, -62.1065670545259 -38.7556666783744, -62.1086064606196 -38.7588581762638, -62.112171953273 -38.7595289131288, -62.1168612000843 -38.7604051900474, -62.1220498934878 -38.7613030911647, -62.1275021835789 -38.7623091600397, -62.1327186237654 -38.7632611265997, -62.1371720206722 -38.7640832688277, -62.1419583816739 -38.7649270370531, -62.1471193282943 -38.7658897855851, -62.1522525272323 -38.7668308865361, -62.1560677427321 -38.7674907317119, -62.1600910613533 -38.7665820908907, -62.1651965135082 -38.7653056471379, -62.1709817676944 -38.7639318220959, -62.1762953220714 -38.7627310562931, -62.1814007742263 -38.7615843595305, -62.1864784795981 -38.7604700986161, -62.1913897024727 -38.7592368187242, -62.1964535340034 -38.7580359737811, -62.201545112317 -38.7569108382646, -62.206012383065 -38.7595072763397, -62.2102715515908 -38.7619359422899, -62.2142740590006 -38.7641968532022, -62.2188176345261 -38.7667605748406, -62.2234097662477 -38.7693242038489, -62.2279741511861 -38.7719850891405, -62.2326980821507 -38.7745972023989, -62.2372139099939 -38.7772524831155, -62.2417921687735 -38.7799022572833, -62.2462983801661 -38.7825658873058, -62.2501578962699 -38.7848527436592, -62.2515729938985 -38.7860261026225)"
43,B.BLANCA-VIVO.BB1-1,2000,2049,1,0.003457,0.040138,4.7401,866.0,True,408.4,line,True,BAHIA BLANCA - VIVORATA 500 1,manual_geo,"LINESTRING (-62.0533732481768 -38.6553670829245, -62.0521999260857 -38.6550630958851, -62.0509380531486 -38.6555550421314, -61.6285375083992 -38.6449225104654, -61.4860918768386 -38.5985034193972, -60.9563390274241 -38.4659518780767, -60.7013112735963 -38.3616399195466, -60.4778850444592 -38.3162954508743, -60.363014823875 -38.2693904632992, -60.1205473794579 -38.2157561123546, -59.8217458858639 -38.1797414866802, -59.2965358592425 -38.0761169393452, -59.1737153251021 -38.0147340746178, -59.1464289679225 -37.999055410079, -59.1286306498845 -37.9888141590462, -59.1197016563064 -37.9845710587074, -59.1044044050392 -37.9788033790727, -58.9981031830154 -37.9293132030418, -58.8701940212371 -37.8248270746098, -58.7148686680545 -37.775352592648, -58.6991556368232 -37.77031718509, -58.6785683574437 -37.7637279360954, -58.6477518006051 -37.7499661926856, -58.585135897004 -37.7181768922497, -58.5299095023216 -37.6525422981885, -58.3447426201757 -37.6400260492627, -58.2018819865644 -37.6302037528009, -58.0768180773923 -37.6605993217013, -57.9574573250954 -37.6895319535368, -57.8298379788396 -37.7201864264623, -57.7526066350881 -37.7142495213983, -57.7376064442819 -37.7030547659646, -57.7305408270975 -37.6978072551007, -57.7311591379838 -37.6959268752251)"
44,CAMPANA-RODRGUEZ-1,2002,3004,1,0.00044,0.004452,0.45717,1732.0,True,42.0,line,True,N.CAMPANA G.RODRIGUEZ 500 1,directo,"LINESTRING (-58.9975139436136 -34.1733388711919, -58.997395111695 -34.1732514660823, -58.9951271132256 -34.1732108643898, -58.9948263970206 -34.173084829801, -58.9965307750751 -34.1840772018014, -58.9976183665943 -34.1912644046286, -58.9996704027668 -34.2046453274199, -59.0002012572822 -34.2077734383934, -59.0016305606018 -34.2174617889304, -59.0032565897198 -34.2278391667441, -59.0037209411685 -34.2308722850279, -59.0048117666497 -34.2379443107813, -59.0057318756255 -34.2442436714082, -59.0071913943673 -34.2540225665882, -59.0090709297796 -34.2664180941197, -59.0106078100024 -34.2769204821944, -59.0117140858363 -34.2839149764949, -59.0125937774808 -34.2905420851491, -59.0136673647571 -34.2970059992275, -59.0146330243945 -34.3037815562737, -59.0166162453434 -34.3170391019729, -59.01715390323 -34.3203393467834, -59.0142087044681 -34.3408861791538, -59.0123445186845 -34.3539649270397, -59.0108416031574 -34.3642586768964, -59.0089598455204 -34.3774045987432, -59.0075738787315 -34.38678010212, -59.0093614494713 -34.3938160938377, -59.0111376815587 -34.4006616019513, -59.0129189552455 -34.4073617148712, -59.0147647373028 -34.4143675307369, -59.0165914519339 -34.421382557459, -59.0102863680214 -34.4292199539377, -59.0057844580862 -34.4347727189857, -59.0034799849133 -34.437553815756, -59.0011887569555 -34.4404161374947, -58.9966862723535 -34.4459579892697, -58.9921077878441 -34.4516110727927, -58.9874004664583 -34.4577456533392, -58.9827134571603 -34.4638057880066, -58.9781337136 -34.46981983152, -58.9735830289336 -34.4757028141335, -58.9713250615023 -34.4786335985616, -58.9668371513134 -34.4844732059737, -58.9644965155018 -34.4875443655799, -58.9578711290494 -34.4961897948231, -58.9509768911706 -34.5050831986306, -58.9465973286038 -34.5104799699746, -58.9420466295483 -34.5159656042292, -58.93551301981 -34.5243204382376, -58.9342104633422 -34.5263338557228, -58.9332908984562 -34.5277996436386, -58.9330936186755 -34.5290668756357, -58.9325916683708 -34.5293320146607, -58.9325073947005 -34.5293351362075)"
45,CAMPANA-C.ELIA-1,2002,4004,1,0.002035,0.020585,2.11385,1732.0,True,194.2,line,True,N.CAMPANA C.ELIA 500 1,directo,"LINESTRING (-58.9975278453338 -34.1729308038135, -58.997417393298 -34.1728152535211, -58.9951320846779 -34.1728972761883, -58.994817833676 -34.1730545676142, -58.9942577017315 -34.1691777080847, -58.99408709944 -34.1653193907772, -58.9939521543684 -34.1610491120268, -58.9936184915001 -34.1505235798993, -58.9934038808843 -34.1443710722671, -58.9942835095763 -34.1404777038829, -58.9959889767098 -34.1334997427189, -59.0002472710946 -34.1162288671684, -59.0019339648805 -34.1091473949363, -59.0007590150165 -34.1061175681712, -58.9994914062034 -34.1023826459423, -58.9979664743732 -34.0977745314694, -58.9970468825076 -34.0945711553345, -58.9960812489504 -34.0911381624962, -58.9941520781558 -34.0841075891938, -58.9915492872698 -34.0747924096419, -58.9897989916301 -34.0681052784358, -58.9878165171185 -34.0610914604025, -58.9859858985304 -34.0543670945657, -58.9821729052553 -34.0403663716107, -58.9792722094449 -34.0297744848046, -58.9763747754754 -34.0193100535161, -58.972502191323 -34.0052441045317, -58.9676512149316 -33.9877761938163, -58.9629385218952 -33.9703305242343, -58.9539172147076 -33.9572627804529, -58.9494644797019 -33.9507509091271, -58.9451014718554 -33.9445032325381, -58.9416219076249 -33.942911847104, -58.8874104059654 -33.918630464824, -58.8798824185387 -33.915314275933, -58.867001945983 -33.9095233749038, -58.8685895083991 -33.8949272351037, -58.8697877291204 -33.8841726726307, -58.8709345122179 -33.8733190858071, -58.871696556351 -33.8661591360353, -58.8732736974231 -33.8521604743264, -58.8744888298955 -33.841109277671, -58.8771988172716 -33.8160371448983, -58.8784087318774 -33.8051809482421, -58.8739828677151 -33.7937160139828, -58.8686167362733 -33.7799430299468, -58.8619232387664 -33.7627904269366, -58.8538305049738 -33.7420161758058, -58.8514385781278 -33.7313067260246, -58.8496088795461 -33.7233215853229, -58.8519996588572 -33.7193900739926, -58.8512896980611 -33.7159320575184, -58.8497052904667 -33.7089479279045, -58.8481278148467 -33.701900691064, -58.8435260558827 -33.6811647114822, -58.8404136137972 -33.667294993669, -58.8381055019673 -33.6570052017286, -58.8363204502285 -33.6535223900463, -58.8328242800165 -33.646568298688, -58.8276746684512 -33.6365264399433, -58.8175349886488 -33.6165849313495, -58.8108545645865 -33.6032867794613, -58.8041369454636 -33.5900500989329, -58.7990567939358 -33.5800790240277, -58.7987008009012 -33.576528107586, -58.7980449298296 -33.5692533530598, -58.797042472632 -33.5584542543603, -58.796034033144 -33.5477532968771, -58.794990097415 -33.5368822712998, -58.7946645536262 -33.533326448157, -58.7940222479284 -33.5261354546874, -58.7926600394292 -33.5118508472387, -58.7951648779567 -33.5091719341374, -58.7998115733454 -33.50423511296, -58.8020814406059 -33.5016595139754, -58.8022977590343 -33.4979088041479, -58.8024669107193 -33.4940144528047, -58.8030323657511 -33.4797439934905, -58.8037614982945 -33.461742305463, -58.8043540157252 -33.4474478621291, -58.7812497003134 -33.4259699652417, -58.767451725017 -33.4178695764198, -58.7571284531156 -33.4117281385427, -58.7536697693444 -33.4097107199737, -58.7465097593179 -33.3887715160926, -58.7430945964384 -33.382117324355, -58.7348015026872 -33.3655075952992, -58.7301615072477 -33.3563149124033, -58.7160252960305 -33.3281417607336, -58.7127701908915 -33.3216116106872, -58.6978686161437 -33.2920981418158, -58.6912341825115 -33.2788671530966, -58.6882390318058 -33.2727379648852, -58.6832689501019 -33.2667680349168, -58.6738751760985 -33.2552968926374, -58.6575598994697 -33.2355405508557, -58.6390680800278 -33.2130415646165, -58.6230016368161 -33.1935105146985, -58.604555983172 -33.1711064851761, -58.5861190124824 -33.148604120184, -58.5647698634384 -33.1226603851686, -58.5304192569431 -33.0807151811607, -58.5127170503516 -33.0591304726931, -58.5036565552058 -33.048011530108, -58.4953507090679 -33.0357452414497, -58.487644130672 -33.0236945058967, -58.4724634243475 -32.9998619518676, -58.4669542035736 -32.9912762322123, -58.4578388255014 -32.9768402283938, -58.4467098257978 -32.9592414402403, -58.4326007597173 -32.9370089905724, -58.4194945429388 -32.9163302888117, -58.4157296373129 -32.9103926427062, -58.4096462848481 -32.9009625792596, -58.400624649408 -32.8867137801168, -58.3974827599214 -32.8804799413961, -58.3875646245078 -32.8609470901361, -58.3796062152546 -32.8451980086811, -58.3682120099762 -32.8229867749197, -58.356620811801 -32.8000884222428, -58.3374434544518 -32.7619612953774, -58.3292205590815 -32.7459053301668, -58.3165702823926 -32.7207008432692, -58.3085080554024 -32.7048671095295, -58.3017504892936 -32.6913576592286, -58.301366423022 -32.687933316969, -58.3000462938014 -32.6731271153241, -58.2984708560451 -32.6567113412554, -58.2956488446184 -32.626739912417, -58.2938154687089 -32.6080786382186, -58.2935805334149 -32.604591877613, -58.2935398876556 -32.6022863558306)"
46,BELGRANO1-RODRGUEZ-1,2003,3004,1,0.000346,0.004448,0.43971,1732.0,True,41.2,line,True,M.BELGRANO - G.RODRIGUEZ 500 1,directo,"LINESTRING (-59.0027981630048 -34.1866017948369, -59.0026148802725 -34.1866830422885, -59.0018494942587 -34.1873110208868, -58.9986232753438 -34.1904739347243, -59.0020302885669 -34.2132611186057, -59.0045023881746 -34.2292932535807, -59.0064210171162 -34.2422358602967, -59.0077476709183 -34.2506385364393, -59.0090880034086 -34.2595968362249, -59.0110500021559 -34.2727396284311, -59.013045184088 -34.2856186458837, -59.0156178162092 -34.2973732041101, -59.0167751519517 -34.3014580219701, -59.0198379001989 -34.313020297049, -59.0230143740141 -34.3246982087553, -59.0265241096 -34.3378195566272, -59.027583951638 -34.3418087747551, -59.0282370860726 -34.3459723732264, -59.0284654805974 -34.3494492376921, -59.0287168303174 -34.3536109242048, -59.0292319880658 -34.3577494774564, -59.030173848944 -34.3617664171863, -59.0305310344796 -34.3649539229851, -59.0244414730955 -34.3694215597571, -59.0146574859542 -34.3765347987419, -59.0129563697406 -34.3792426942949, -59.0108412856968 -34.3825570242872, -59.0091263118298 -34.3905969426947, -59.0133144303166 -34.4064415699225, -59.0163166559888 -34.417898763717, -59.0170804654911 -34.4214558459106, -59.0049216683003 -34.4365978786891, -58.9930352604688 -34.4512811690906, -58.971268199168 -34.4797271076199, -58.9478626306558 -34.5109289654993, -58.9414582759786 -34.5189175272221, -58.9387253046291 -34.5217176266671, -58.93624258133 -34.5244802648523, -58.9351252321437 -34.5260607181276, -58.9337946554989 -34.5280204424894, -58.9336997878149 -34.5284982810708, -58.9324388411795 -34.5285971327514)"
47,BELGRANO1-C.ELIA-1,2003,4004,1,0.00167,0.020643,2.28738,1732.0,True,202.6,line,True,COLONIA ELIA - M.BELGRANO 500 1,directo,"LINESTRING (-58.2947214070672 -32.6024212937077, -58.2947149382438 -32.6031017594386, -58.2989014685279 -32.6051712667405, -58.3129306883006 -32.6122389982311, -58.3265803366132 -32.6186485294061, -58.345138749054 -32.627595441976, -58.3750030389591 -32.6421049959488, -58.3931547087228 -32.650967910041, -58.4157350854058 -32.6617966602876, -58.4334495812332 -32.6703573940785, -58.4469580386825 -32.6769240889755, -58.4505728492575 -32.6786541885399, -58.4633381384443 -32.6925636842666, -58.476847493417 -32.7072461697749, -58.5128090132254 -32.7465912781649, -58.538817577669 -32.7748954232851, -58.5646232622537 -32.8029139617099, -58.5826762035439 -32.8225222786802, -58.5960828388519 -32.8383419371307, -58.6081027087729 -32.8525518918563, -58.6148620312577 -32.8594078087234, -58.625642467226 -32.870602371702, -58.6737188487458 -32.9246473360057, -58.6818903289754 -32.9337943387377, -58.6919000774266 -32.9537483793841, -58.7023046984031 -32.9740702661299, -58.7067067035515 -32.9822113519723, -58.736071099002 -33.0400845170868, -58.7519867672755 -33.0722948495276, -58.7580751181721 -33.0842695527976, -58.7621892323472 -33.0920011188565, -58.766746198778 -33.1001035797164, -58.7882010496387 -33.1421177707185, -58.8038547346083 -33.1726305923279, -58.8331816184369 -33.2298545791255, -58.8385752322611 -33.2404123096803, -58.8455260770668 -33.2736152769235, -58.8510743877727 -33.3003050256564, -58.8580969202366 -33.3338538703598, -58.8645395203825 -33.364364797997, -58.8784431327443 -33.4306418722246, -58.8891791952636 -33.4775421878217, -58.9060177532167 -33.5616724270408, -58.9130053623076 -33.5945502021301, -58.9325604259229 -33.6873739924158, -58.9222271994257 -33.6956226074973, -58.9187545932498 -33.6983750626589, -58.9149002059797 -33.7014625197794, -58.8997544742895 -33.7137698894688, -58.8927602183094 -33.7203484680073, -58.8812600333238 -33.7320801699638, -58.8602190414755 -33.7372526494901, -58.857516955543 -33.7395750155745, -58.8550404357675 -33.7417784085467, -58.8792689639915 -33.8054395420012, -58.8697501923175 -33.8942603932026, -58.8697543660711 -33.9054902275919, -58.8699771596182 -33.9085357349362, -58.8730625509959 -33.9099186485268, -58.8879269963338 -33.9168730798287, -58.9459048713127 -33.9437834583399, -58.963925964012 -33.969963479431, -58.9686836932977 -33.9874588221668, -58.9724194465002 -34.0008753293329, -58.9821936921851 -34.0364834281676, -58.9952785383738 -34.084198039408, -58.9978968569544 -34.0932272570323, -59.0005191262566 -34.1015829238128, -59.0022024871551 -34.1065931305684, -59.0034524251892 -34.1105382792182, -59.0039877376439 -34.1121778278445, -59.0022102537002 -34.1142340503611, -59.0018056100408 -34.1172683701391, -59.0015308401761 -34.120779591405, -59.0010679672129 -34.1241005215218, -59.0001331399324 -34.1277643037795, -58.9985939763309 -34.1322593572835, -58.9955403166323 -34.1407918217851, -58.9942350199302 -34.1446187428606, -58.9955687864703 -34.1525814157997, -58.9956856623634 -34.1559069252643, -58.9943619187675 -34.1577365608935, -58.9930651062696 -34.1598669828749, -58.9916535052051 -34.1621233144394, -58.9922074399214 -34.1644524101505, -58.9934240832548 -34.169624350983, -58.9939903791526 -34.173364573816, -58.9945854326716 -34.1771384987427, -58.9957271552839 -34.1846323119316, -58.9962418714651 -34.187519257108, -58.9974711619645 -34.1874235413633, -58.9990931944953 -34.1872049197712, -59.0012463603312 -34.1867469130395, -59.0025069256541 -34.1861411944605)"
48,HENDERS1-HENDERS2-2,2004,2006,2,0.0,-0.01162,0.0,2264.7,True,0.0,series_compensator,True,,compensador,
49,T PEPE-PBUENA2-2,2005,2016,2,0.000236,0.003014,0.28375,346.0,True,27.0,line,True,,pendiente_bus,
