gen_key,bus_id_origen,bus_name_origen,nombre_geosadi,falta,carrier,pg_mw,pt_mw,stat,lat,lon,geo_match,match_type,bus_conexion500kv,bus_conexion500kv_name,n_saltos,camino,COMENTARIOS
7600-2,7600,ANCHDI14,,geo,ocgt,9.73,10,0,,,a_revisar,bfs,7216,GRAN MZA_132kV,3,ANCHDI14 -> ANCHORIZ -> CRUZPIED -> GRAN MZA,
7600-4,7600,ANCHDI14,,geo,ocgt,9.73,10,0,,,a_revisar,bfs,7216,GRAN MZA_132kV,3,ANCHDI14 -> ANCHORIZ -> CRUZPIED -> GRAN MZA,
8904-1,8904,AMA4FV,,ambos,solar,9.6,12,1,,,sin_match,sin_conexion,,,-1,,
5614-4,5614,VAN4FV,,geo,solar,8.8,11,1,,,sin_match,bfs,5237,CHACO_132kV,4,VAN4FV -> VANGFV33 -> VANGFV132 -> S.BERNARDO -> CHACO,
3613-1,3613,PALOFV01,,geo,solar,8.8,11,1,,,sin_match,bfs,3122,RODRGUEZ_220kV_2,5,PALOFV01 -> PALO33_01 -> SEVEL -> MORON -> MORON 1 -> RODRIGU2,
536-1,536,MBE2DI01,,ambos,diesel,8.564,11.76,1,,,sin_match,sin_conexion,,,-1,,
619-2,619,MBE2DI02,,ambos,diesel,8.564,11.76,1,,,sin_match,sin_conexion,,,-1,,
536-3,536,MBE2DI01,,ambos,diesel,8.564,11.76,1,,,sin_match,sin_conexion,,,-1,,
619-4,619,MBE2DI02,,ambos,diesel,8.5,11.76,0,,,sin_match,sin_conexion,,,-1,,
536-5,536,MBE2DI01,,ambos,diesel,8.5,11.76,0,,,sin_match,sin_conexion,,,-1,,
607-1,607,MANBDI01,CT MANANTIALES BEHR,bus,diesel,8.4,8.4,1,-45.66117891,-67.8097233,exacto,sin_conexion,,,-1,,
